evaluation_id,suite_id,dataset_id,sample_count,sample_count_status,sample_unit,task_type,label_burden_proxy,label_burden_basis,input_processing_proxy,proxy_basis,source_compute,source_runtime,compute_runtime_status,annotation_hours,annotation_hours_status,dollar_cost,dollar_cost_status,reference_url,audit_status,allowlist_id,allowlisted,allowlist_decision_reason,allowlist_v2_id,allowlisted_v2,allowlist_v2_decision_reason
pathobench.threads2025.bracs.slidelevel-coarse,pathobench,bracs,547,source_reported,slide,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,whole_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/html/2501.16652v1#S0.T23,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.threads2025.bracs.slidelevel-fine,pathobench,bracs,547,source_reported,slide,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,whole_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/html/2501.16652v1#S0.T23,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.threads2025.cptac_brca.pik3ca-mutation,pathobench,cptac_brca,103,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/html/2501.16652v1#S0.T15,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.threads2025.cptac_brca.tp53-mutation,pathobench,cptac_brca,103,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/html/2501.16652v1#S0.T15,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.threads2025.cptac_ccrcc.bap1-mutation,pathobench,cptac_ccrcc,103,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/html/2501.16652v1#S0.T16,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.threads2025.cptac_ccrcc.os,pathobench,cptac_ccrcc,94,source_reported,case,survival,existing_time_to_event_outcome,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/html/2501.16652v1#S0.T33,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.threads2025.cptac_ccrcc.pbrm1-mutation,pathobench,cptac_ccrcc,103,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/html/2501.16652v1#S0.T16,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.threads2025.cptac_coad.kras-mutation,pathobench,cptac_coad,94,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/html/2501.16652v1#S0.T17,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.threads2025.cptac_coad.tp53-mutation,pathobench,cptac_coad,94,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/html/2501.16652v1#S0.T17,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.threads2025.cptac_gbm.egfr-mutation,pathobench,cptac_gbm,99,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/html/2501.16652v1#S0.T18,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.threads2025.cptac_gbm.tp53-mutation,pathobench,cptac_gbm,99,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/html/2501.16652v1#S0.T18,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.threads2025.cptac_hnsc.casp8-mutation,pathobench,cptac_hnsc,107,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/html/2501.16652v1#S0.T19,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.threads2025.cptac_hnsc.os,pathobench,cptac_hnsc,102,source_reported,case,survival,existing_time_to_event_outcome,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/html/2501.16652v1#S0.T34,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.threads2025.cptac_lscc.arid1a-mutation,pathobench,cptac_lscc,108,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/html/2501.16652v1#S0.T20,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.threads2025.cptac_lscc.keap1-mutation,pathobench,cptac_lscc,108,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/html/2501.16652v1#S0.T20,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.threads2025.cptac_luad.egfr-mutation,pathobench,cptac_luad,108,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/html/2501.16652v1#S0.T21,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.threads2025.cptac_luad.os,pathobench,cptac_luad,105,source_reported,case,survival,existing_time_to_event_outcome,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/html/2501.16652v1#S0.T32,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.threads2025.cptac_luad.stk11-mutation,pathobench,cptac_luad,108,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/html/2501.16652v1#S0.T21,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.threads2025.cptac_luad.tp53-mutation,pathobench,cptac_luad,108,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/html/2501.16652v1#S0.T21,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.threads2025.cptac_pda.os,pathobench,cptac_pda,97,source_reported,case,survival,existing_time_to_event_outcome,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/html/2501.16652v1#S0.T31,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.threads2025.cptac_pda.smad4-mutation,pathobench,cptac_pda,105,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/html/2501.16652v1#S0.T22,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.threads2025.ebrains.diagnosis,pathobench,ebrains,2319,source_reported,slide,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,whole_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/html/2501.16652v1#S0.T24,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.threads2025.ebrains.diagnosis-group,pathobench,ebrains,2319,source_reported,slide,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,whole_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/html/2501.16652v1#S0.T24,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.threads2025.imp.grade,pathobench,imp,5333,source_reported,slide,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,whole_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/html/2501.16652v1#S0.T13,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.threads2025.mbc_.os,pathobench,mbc_,75,source_reported,case,survival,existing_time_to_event_outcome,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/html/2501.16652v1#S0.T36,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.threads2025.mbc_.recist,pathobench,mbc_,76,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/html/2501.16652v1#S0.T30,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.threads2025.mut-het-rcc.bap1-mutation,pathobench,mut-het-rcc,1291,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/html/2501.16652v1#S0.T12,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.threads2025.mut-het-rcc.pbrm1-mutation,pathobench,mut-het-rcc,1291,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/html/2501.16652v1#S0.T12,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.threads2025.mut-het-rcc.setd2-mutation,pathobench,mut-het-rcc,1291,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/html/2501.16652v1#S0.T12,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.threads2025.nadt.response,pathobench,nadt,36,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/html/2501.16652v1#S0.T26,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.threads2025.natbrca.lymphovascular-invasion,pathobench,natbrca,53,source_reported,slide,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,whole_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/html/2501.16652v1#S0.T28,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.threads2025.ovarian.response,pathobench,ovarian,36,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/html/2501.16652v1#S0.T25,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.threads2025.panda.isup-grade,pathobench,panda,9555,source_reported,slide,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,whole_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/html/2501.16652v1#S0.T14,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.threads2025.sr386_.braf-mutant-binary,pathobench,sr386_,388,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/html/2501.16652v1#S0.T29,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.threads2025.sr386_.died-within-5-years,pathobench,sr386_,387,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/html/2501.16652v1#S0.T29,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.threads2025.sr386_.mmr-loss-binary,pathobench,sr386_,389,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/html/2501.16652v1#S0.T29,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.threads2025.sr386_.os,pathobench,sr386_,144,source_reported,case,survival,existing_time_to_event_outcome,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/html/2501.16652v1#S0.T35,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathobench.threads2025.sr386_.ras-mutant-binary,pathobench,sr386_,389,source_reported,case,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,case_level_slide_processing,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://arxiv.org/html/2501.16652v1#S0.T29,parsed_primary_source,pathology_low_friction_proxy_v1,false,requires_non_image_patch_sample_unit,pathology_low_friction_pipeline_proxy_top25_v2,false,requires_non_image_patch_sample_unit
pathorob.camelyon.robustness_index,pathorob,camelyon,,not_reported,patch,robustness_analysis,metadata_incomplete,declared_protocol_proxy_not_measured_labor,patch_direct,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://github.com/bifold-pathomics/PathoROB/blob/6583cf0b0d902c8cc032308262fa3a3befdc0687/README.md,parsed_primary_source,pathology_low_friction_proxy_v1,false,not_classification,pathology_low_friction_pipeline_proxy_top25_v2,false,not_classification
pathorob.nature2026.camelyon.clustering_score,pathorob,camelyon,,not_reported,patch,robustness_analysis,metadata_incomplete,declared_protocol_proxy_not_measured_labor,patch_direct,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://www.nature.com/articles/s41467-026-73923-2,parsed_primary_source,pathology_low_friction_proxy_v1,false,not_classification,pathology_low_friction_pipeline_proxy_top25_v2,false,not_classification
pathorob.nature2026.tcga_4x4.clustering_score,pathorob,tcga_4x4,,not_reported,patch,robustness_analysis,metadata_incomplete,declared_protocol_proxy_not_measured_labor,patch_direct,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://www.nature.com/articles/s41467-026-73923-2,parsed_primary_source,pathology_low_friction_proxy_v1,false,not_classification,pathology_low_friction_pipeline_proxy_top25_v2,false,not_classification
pathorob.nature2026.tolkach_esca.clustering_score,pathorob,tolkach_esca,,not_reported,patch,robustness_analysis,metadata_incomplete,declared_protocol_proxy_not_measured_labor,patch_direct,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://www.nature.com/articles/s41467-026-73923-2,parsed_primary_source,pathology_low_friction_proxy_v1,false,not_classification,pathology_low_friction_pipeline_proxy_top25_v2,false,not_classification
pathorob.tcga_2x2.robustness_index,pathorob,tcga_2x2,,not_reported,patch,robustness_analysis,metadata_incomplete,declared_protocol_proxy_not_measured_labor,patch_direct,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://github.com/bifold-pathomics/PathoROB/blob/6583cf0b0d902c8cc032308262fa3a3befdc0687/README.md,parsed_primary_source,pathology_low_friction_proxy_v1,false,not_classification,pathology_low_friction_pipeline_proxy_top25_v2,false,not_classification
pathorob.tolkach_esca.robustness_index,pathorob,tolkach_esca,,not_reported,patch,robustness_analysis,metadata_incomplete,declared_protocol_proxy_not_measured_labor,patch_direct,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://github.com/bifold-pathomics/PathoROB/blob/6583cf0b0d902c8cc032308262fa3a3befdc0687/README.md,parsed_primary_source,pathology_low_friction_proxy_v1,false,not_classification,pathology_low_friction_pipeline_proxy_top25_v2,false,not_classification
thunder.bach.linear_probing,thunder,bach,400,source_reported,image,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,image_direct,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/bach.yaml,parsed_primary_source,pathology_low_friction_proxy_v1,true,image_or_patch_classification_with_source_reported_n_le_10000,pathology_low_friction_pipeline_proxy_top25_v2,true,direct_image_or_patch_pipeline_with_existing_class_labels
thunder.bracs.linear_probing,thunder,bracs,4539,source_reported,image,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,image_direct,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/bracs.yaml,parsed_primary_source,pathology_low_friction_proxy_v1,true,image_or_patch_classification_with_source_reported_n_le_10000,pathology_low_friction_pipeline_proxy_top25_v2,true,direct_image_or_patch_pipeline_with_existing_class_labels
thunder.break_his.linear_probing,thunder,break_his,1471,source_reported,image,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,image_direct,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/break_his.yaml,parsed_primary_source,pathology_low_friction_proxy_v1,true,image_or_patch_classification_with_source_reported_n_le_10000,pathology_low_friction_pipeline_proxy_top25_v2,true,direct_image_or_patch_pipeline_with_existing_class_labels
thunder.ccrcc.linear_probing,thunder,ccrcc,27169,source_reported,image,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,image_direct,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/ccrcc.yaml,parsed_primary_source,pathology_low_friction_proxy_v1,false,source_reported_n_gt_10000,pathology_low_friction_pipeline_proxy_top25_v2,true,direct_image_or_patch_pipeline_with_existing_class_labels
thunder.crc.linear_probing,thunder,crc,107180,source_reported,image,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,image_direct,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/crc.yaml,parsed_primary_source,pathology_low_friction_proxy_v1,false,source_reported_n_gt_10000,pathology_low_friction_pipeline_proxy_top25_v2,true,direct_image_or_patch_pipeline_with_existing_class_labels
thunder.esca.linear_probing,thunder,esca,367329,source_reported,image,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,image_direct,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/esca.yaml,parsed_primary_source,pathology_low_friction_proxy_v1,false,source_reported_n_gt_10000,pathology_low_friction_pipeline_proxy_top25_v2,true,direct_image_or_patch_pipeline_with_existing_class_labels
thunder.mhist.linear_probing,thunder,mhist,3152,source_reported,image,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,image_direct,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/mhist.yaml,parsed_primary_source,pathology_low_friction_proxy_v1,true,image_or_patch_classification_with_source_reported_n_le_10000,pathology_low_friction_pipeline_proxy_top25_v2,true,direct_image_or_patch_pipeline_with_existing_class_labels
thunder.patch_camelyon.linear_probing,thunder,patch_camelyon,327680,source_reported,image,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,image_direct,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/patch_camelyon.yaml,parsed_primary_source,pathology_low_friction_proxy_v1,false,source_reported_n_gt_10000,pathology_low_friction_pipeline_proxy_top25_v2,true,direct_image_or_patch_pipeline_with_existing_class_labels
thunder.spider_breast.linear_probing,thunder,spider_breast,92892,source_reported,image,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,image_direct,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/spider_breast.yaml,parsed_primary_source,pathology_low_friction_proxy_v1,false,source_reported_n_gt_10000,pathology_low_friction_pipeline_proxy_top25_v2,true,direct_image_or_patch_pipeline_with_existing_class_labels
thunder.spider_colorectal.linear_probing,thunder,spider_colorectal,77182,source_reported,image,classification,existing_class_label,declared_protocol_proxy_not_measured_labor,image_direct,sample_unit_and_task_type_only,,,metadata_incomplete,,metadata_incomplete,,not_reported_no_numeric_cost_invented,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/spider_colorectal.yaml,parsed_primary_source,pathology_low_friction_proxy_v1,false,source_reported_n_gt_10000,pathology_low_friction_pipeline_proxy_top25_v2,true,direct_image_or_patch_pipeline_with_existing_class_labels
