evaluation_id,protocol_id,task_identity_id,dataset_artifact_id,suite_id,dataset_id,task_name,task_family,target,sample_unit,task_type,num_samples,endpoint,metric,direction,protocol,reference_url,audit_status,audit_notes
titan2025.tcga-slide-reports.tcga-slide-reports-slide-to-report.titan2025-slide-to-report-retrieval.recall-at-5,titan2025.tcga-slide-reports.tcga-slide-reports-slide-to-report.titan2025-slide-to-report-retrieval.recall-at-5,task.tcga-slide-reports.tcga-slide-reports-slide-to-report,artifact.tcga-slide-reports,titan_paper,tcga-slide-reports,TCGA Slide-Reports slide to report,cross_modal_retrieval,slide_to_report,slide_report_pair,retrieval,not_reported_total,cross_modal_retrieval,recall_at_5,higher,titan2025_slide_to_report_retrieval,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41591-025-03982-3/MediaObjects/41591_2025_3982_MOESM1_ESM.pdf,parsed_primary_source,Exact leaf result; protocol variants remain distinct and are not deduplicated by dataset name alone.
titan2025.tcga-ucec.tcga-ucec-disease-specific-survival.titan2025-frozen-five-fold-site-preserving.concordance-index,titan2025.tcga-ucec.tcga-ucec-disease-specific-survival.titan2025-frozen-five-fold-site-preserving.concordance-index,task.tcga-ucec.tcga-ucec-disease-specific-survival,artifact.tcga-ucec,titan_paper,tcga-ucec,TCGA-UCEC disease-specific survival,survival,disease_specific_survival,patient,survival,504,survival_prediction,concordance_index,higher,titan2025_frozen_five_fold_site_preserving,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41591-025-03982-3/MediaObjects/41591_2025_3982_MOESM1_ESM.pdf,parsed_primary_source,Exact leaf result; protocol variants remain distinct and are not deduplicated by dataset name alone.
titan2025.tcga-ut-8k.tcga-ut-8k-tumor-subtype-slide-retrieval.titan2025-l2-slide-retrieval.majority-vote-at-3-accuracy,titan2025.tcga-ut-8k.tcga-ut-8k-tumor-subtype-slide-retrieval.titan2025-l2-slide-retrieval.majority-vote-at-3-accuracy,task.tcga-ut-8k.tcga-ut-8k-tumor-subtype-slide-retrieval,artifact.tcga-ut-8k,titan_paper,tcga-ut-8k,TCGA-UT-8K tumor subtype slide retrieval,slide_retrieval,tumor_subtype,slide,retrieval,7784,slide_retrieval,majority_vote_at_3_accuracy,higher,titan2025_l2_slide_retrieval,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41591-025-03982-3/MediaObjects/41591_2025_3982_MOESM1_ESM.pdf,parsed_primary_source,Exact leaf result; protocol variants remain distinct and are not deduplicated by dataset name alone.
titan2025.tcga-ut-8k.tcga-ut-8k-tumor-subtype-slide-retrieval.titan2025-l2-slide-retrieval.majority-vote-at-5-accuracy,titan2025.tcga-ut-8k.tcga-ut-8k-tumor-subtype-slide-retrieval.titan2025-l2-slide-retrieval.majority-vote-at-5-accuracy,task.tcga-ut-8k.tcga-ut-8k-tumor-subtype-slide-retrieval,artifact.tcga-ut-8k,titan_paper,tcga-ut-8k,TCGA-UT-8K tumor subtype slide retrieval,slide_retrieval,tumor_subtype,slide,retrieval,7784,slide_retrieval,majority_vote_at_5_accuracy,higher,titan2025_l2_slide_retrieval,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41591-025-03982-3/MediaObjects/41591_2025_3982_MOESM1_ESM.pdf,parsed_primary_source,Exact leaf result; protocol variants remain distinct and are not deduplicated by dataset name alone.
titan2025.tcga-ut-8k.tcga-ut-8k-tumor-subtype-slide-retrieval.titan2025-l2-slide-retrieval.top1-accuracy,titan2025.tcga-ut-8k.tcga-ut-8k-tumor-subtype-slide-retrieval.titan2025-l2-slide-retrieval.top1-accuracy,task.tcga-ut-8k.tcga-ut-8k-tumor-subtype-slide-retrieval,artifact.tcga-ut-8k,titan_paper,tcga-ut-8k,TCGA-UT-8K tumor subtype slide retrieval,slide_retrieval,tumor_subtype,slide,retrieval,7784,slide_retrieval,top1_accuracy,higher,titan2025_l2_slide_retrieval,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41591-025-03982-3/MediaObjects/41591_2025_3982_MOESM1_ESM.pdf,parsed_primary_source,Exact leaf result; protocol variants remain distinct and are not deduplicated by dataset name alone.
titan2025.tcga-ut-8k.tcga-ut-8k-tumor-subtype-slide-retrieval.titan2025-l2-slide-retrieval.top3-accuracy,titan2025.tcga-ut-8k.tcga-ut-8k-tumor-subtype-slide-retrieval.titan2025-l2-slide-retrieval.top3-accuracy,task.tcga-ut-8k.tcga-ut-8k-tumor-subtype-slide-retrieval,artifact.tcga-ut-8k,titan_paper,tcga-ut-8k,TCGA-UT-8K tumor subtype slide retrieval,slide_retrieval,tumor_subtype,slide,retrieval,7784,slide_retrieval,top3_accuracy,higher,titan2025_l2_slide_retrieval,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41591-025-03982-3/MediaObjects/41591_2025_3982_MOESM1_ESM.pdf,parsed_primary_source,Exact leaf result; protocol variants remain distinct and are not deduplicated by dataset name alone.
titan2025.tcga-ut-8k.tcga-ut-8k-tumor-subtype-slide-retrieval.titan2025-l2-slide-retrieval.top5-accuracy,titan2025.tcga-ut-8k.tcga-ut-8k-tumor-subtype-slide-retrieval.titan2025-l2-slide-retrieval.top5-accuracy,task.tcga-ut-8k.tcga-ut-8k-tumor-subtype-slide-retrieval,artifact.tcga-ut-8k,titan_paper,tcga-ut-8k,TCGA-UT-8K tumor subtype slide retrieval,slide_retrieval,tumor_subtype,slide,retrieval,7784,slide_retrieval,top5_accuracy,higher,titan2025_l2_slide_retrieval,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41591-025-03982-3/MediaObjects/41591_2025_3982_MOESM1_ESM.pdf,parsed_primary_source,Exact leaf result; protocol variants remain distinct and are not deduplicated by dataset name alone.
titan2025.tcga-ut-8k.tcga-ut-8k-tumor-subtype.titan2025-16shot-linear-probe.balanced-accuracy,titan2025.tcga-ut-8k.tcga-ut-8k-tumor-subtype.titan2025-16shot-linear-probe.balanced-accuracy,task.tcga-ut-8k.tcga-ut-8k-tumor-subtype,artifact.tcga-ut-8k,titan_paper,tcga-ut-8k,TCGA-UT-8K tumor subtype,morphological_subtyping,tumor_subtype,slide,classification,7784,slide_level_classification,balanced_accuracy,higher,titan2025_16shot_linear_probe,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41591-025-03982-3/MediaObjects/41591_2025_3982_MOESM1_ESM.pdf,parsed_primary_source,Exact leaf result; protocol variants remain distinct and are not deduplicated by dataset name alone.
titan2025.tcga-ut-8k.tcga-ut-8k-tumor-subtype.titan2025-16shot-simpleshot.balanced-accuracy,titan2025.tcga-ut-8k.tcga-ut-8k-tumor-subtype.titan2025-16shot-simpleshot.balanced-accuracy,task.tcga-ut-8k.tcga-ut-8k-tumor-subtype,artifact.tcga-ut-8k,titan_paper,tcga-ut-8k,TCGA-UT-8K tumor subtype,morphological_subtyping,tumor_subtype,slide,classification,7784,slide_level_classification,balanced_accuracy,higher,titan2025_16shot_simpleshot,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41591-025-03982-3/MediaObjects/41591_2025_3982_MOESM1_ESM.pdf,parsed_primary_source,Exact leaf result; protocol variants remain distinct and are not deduplicated by dataset name alone.
titan2025.tcga-ut-8k.tcga-ut-8k-tumor-subtype.titan2025-1shot-linear-probe.balanced-accuracy,titan2025.tcga-ut-8k.tcga-ut-8k-tumor-subtype.titan2025-1shot-linear-probe.balanced-accuracy,task.tcga-ut-8k.tcga-ut-8k-tumor-subtype,artifact.tcga-ut-8k,titan_paper,tcga-ut-8k,TCGA-UT-8K tumor subtype,morphological_subtyping,tumor_subtype,slide,classification,7784,slide_level_classification,balanced_accuracy,higher,titan2025_1shot_linear_probe,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41591-025-03982-3/MediaObjects/41591_2025_3982_MOESM1_ESM.pdf,parsed_primary_source,Exact leaf result; protocol variants remain distinct and are not deduplicated by dataset name alone.
titan2025.tcga-ut-8k.tcga-ut-8k-tumor-subtype.titan2025-1shot-simpleshot.balanced-accuracy,titan2025.tcga-ut-8k.tcga-ut-8k-tumor-subtype.titan2025-1shot-simpleshot.balanced-accuracy,task.tcga-ut-8k.tcga-ut-8k-tumor-subtype,artifact.tcga-ut-8k,titan_paper,tcga-ut-8k,TCGA-UT-8K tumor subtype,morphological_subtyping,tumor_subtype,slide,classification,7784,slide_level_classification,balanced_accuracy,higher,titan2025_1shot_simpleshot,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41591-025-03982-3/MediaObjects/41591_2025_3982_MOESM1_ESM.pdf,parsed_primary_source,Exact leaf result; protocol variants remain distinct and are not deduplicated by dataset name alone.
titan2025.tcga-ut-8k.tcga-ut-8k-tumor-subtype.titan2025-2shot-linear-probe.balanced-accuracy,titan2025.tcga-ut-8k.tcga-ut-8k-tumor-subtype.titan2025-2shot-linear-probe.balanced-accuracy,task.tcga-ut-8k.tcga-ut-8k-tumor-subtype,artifact.tcga-ut-8k,titan_paper,tcga-ut-8k,TCGA-UT-8K tumor subtype,morphological_subtyping,tumor_subtype,slide,classification,7784,slide_level_classification,balanced_accuracy,higher,titan2025_2shot_linear_probe,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41591-025-03982-3/MediaObjects/41591_2025_3982_MOESM1_ESM.pdf,parsed_primary_source,Exact leaf result; protocol variants remain distinct and are not deduplicated by dataset name alone.
titan2025.tcga-ut-8k.tcga-ut-8k-tumor-subtype.titan2025-2shot-simpleshot.balanced-accuracy,titan2025.tcga-ut-8k.tcga-ut-8k-tumor-subtype.titan2025-2shot-simpleshot.balanced-accuracy,task.tcga-ut-8k.tcga-ut-8k-tumor-subtype,artifact.tcga-ut-8k,titan_paper,tcga-ut-8k,TCGA-UT-8K tumor subtype,morphological_subtyping,tumor_subtype,slide,classification,7784,slide_level_classification,balanced_accuracy,higher,titan2025_2shot_simpleshot,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41591-025-03982-3/MediaObjects/41591_2025_3982_MOESM1_ESM.pdf,parsed_primary_source,Exact leaf result; protocol variants remain distinct and are not deduplicated by dataset name alone.
titan2025.tcga-ut-8k.tcga-ut-8k-tumor-subtype.titan2025-32shot-linear-probe.balanced-accuracy,titan2025.tcga-ut-8k.tcga-ut-8k-tumor-subtype.titan2025-32shot-linear-probe.balanced-accuracy,task.tcga-ut-8k.tcga-ut-8k-tumor-subtype,artifact.tcga-ut-8k,titan_paper,tcga-ut-8k,TCGA-UT-8K tumor subtype,morphological_subtyping,tumor_subtype,slide,classification,7784,slide_level_classification,balanced_accuracy,higher,titan2025_32shot_linear_probe,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41591-025-03982-3/MediaObjects/41591_2025_3982_MOESM1_ESM.pdf,parsed_primary_source,Exact leaf result; protocol variants remain distinct and are not deduplicated by dataset name alone.
titan2025.tcga-ut-8k.tcga-ut-8k-tumor-subtype.titan2025-32shot-simpleshot.balanced-accuracy,titan2025.tcga-ut-8k.tcga-ut-8k-tumor-subtype.titan2025-32shot-simpleshot.balanced-accuracy,task.tcga-ut-8k.tcga-ut-8k-tumor-subtype,artifact.tcga-ut-8k,titan_paper,tcga-ut-8k,TCGA-UT-8K tumor subtype,morphological_subtyping,tumor_subtype,slide,classification,7784,slide_level_classification,balanced_accuracy,higher,titan2025_32shot_simpleshot,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41591-025-03982-3/MediaObjects/41591_2025_3982_MOESM1_ESM.pdf,parsed_primary_source,Exact leaf result; protocol variants remain distinct and are not deduplicated by dataset name alone.
titan2025.tcga-ut-8k.tcga-ut-8k-tumor-subtype.titan2025-4shot-linear-probe.balanced-accuracy,titan2025.tcga-ut-8k.tcga-ut-8k-tumor-subtype.titan2025-4shot-linear-probe.balanced-accuracy,task.tcga-ut-8k.tcga-ut-8k-tumor-subtype,artifact.tcga-ut-8k,titan_paper,tcga-ut-8k,TCGA-UT-8K tumor subtype,morphological_subtyping,tumor_subtype,slide,classification,7784,slide_level_classification,balanced_accuracy,higher,titan2025_4shot_linear_probe,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41591-025-03982-3/MediaObjects/41591_2025_3982_MOESM1_ESM.pdf,parsed_primary_source,Exact leaf result; protocol variants remain distinct and are not deduplicated by dataset name alone.
titan2025.tcga-ut-8k.tcga-ut-8k-tumor-subtype.titan2025-4shot-simpleshot.balanced-accuracy,titan2025.tcga-ut-8k.tcga-ut-8k-tumor-subtype.titan2025-4shot-simpleshot.balanced-accuracy,task.tcga-ut-8k.tcga-ut-8k-tumor-subtype,artifact.tcga-ut-8k,titan_paper,tcga-ut-8k,TCGA-UT-8K tumor subtype,morphological_subtyping,tumor_subtype,slide,classification,7784,slide_level_classification,balanced_accuracy,higher,titan2025_4shot_simpleshot,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41591-025-03982-3/MediaObjects/41591_2025_3982_MOESM1_ESM.pdf,parsed_primary_source,Exact leaf result; protocol variants remain distinct and are not deduplicated by dataset name alone.
titan2025.tcga-ut-8k.tcga-ut-8k-tumor-subtype.titan2025-8shot-linear-probe.balanced-accuracy,titan2025.tcga-ut-8k.tcga-ut-8k-tumor-subtype.titan2025-8shot-linear-probe.balanced-accuracy,task.tcga-ut-8k.tcga-ut-8k-tumor-subtype,artifact.tcga-ut-8k,titan_paper,tcga-ut-8k,TCGA-UT-8K tumor subtype,morphological_subtyping,tumor_subtype,slide,classification,7784,slide_level_classification,balanced_accuracy,higher,titan2025_8shot_linear_probe,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41591-025-03982-3/MediaObjects/41591_2025_3982_MOESM1_ESM.pdf,parsed_primary_source,Exact leaf result; protocol variants remain distinct and are not deduplicated by dataset name alone.
titan2025.tcga-ut-8k.tcga-ut-8k-tumor-subtype.titan2025-8shot-simpleshot.balanced-accuracy,titan2025.tcga-ut-8k.tcga-ut-8k-tumor-subtype.titan2025-8shot-simpleshot.balanced-accuracy,task.tcga-ut-8k.tcga-ut-8k-tumor-subtype,artifact.tcga-ut-8k,titan_paper,tcga-ut-8k,TCGA-UT-8K tumor subtype,morphological_subtyping,tumor_subtype,slide,classification,7784,slide_level_classification,balanced_accuracy,higher,titan2025_8shot_simpleshot,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41591-025-03982-3/MediaObjects/41591_2025_3982_MOESM1_ESM.pdf,parsed_primary_source,Exact leaf result; protocol variants remain distinct and are not deduplicated by dataset name alone.
titan2025.tcga-ut-8k.tcga-ut-8k-tumor-subtype.titan2025-frozen-20-nearest-neighbors.balanced-accuracy,titan2025.tcga-ut-8k.tcga-ut-8k-tumor-subtype.titan2025-frozen-20-nearest-neighbors.balanced-accuracy,task.tcga-ut-8k.tcga-ut-8k-tumor-subtype,artifact.tcga-ut-8k,titan_paper,tcga-ut-8k,TCGA-UT-8K tumor subtype,morphological_subtyping,tumor_subtype,slide,classification,7784,slide_level_classification,balanced_accuracy,higher,titan2025_frozen_20_nearest_neighbors,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41591-025-03982-3/MediaObjects/41591_2025_3982_MOESM1_ESM.pdf,parsed_primary_source,Exact leaf result; protocol variants remain distinct and are not deduplicated by dataset name alone.
titan2025.tcga-ut-8k.tcga-ut-8k-tumor-subtype.titan2025-frozen-20-nearest-neighbors.weighted-f1,titan2025.tcga-ut-8k.tcga-ut-8k-tumor-subtype.titan2025-frozen-20-nearest-neighbors.weighted-f1,task.tcga-ut-8k.tcga-ut-8k-tumor-subtype,artifact.tcga-ut-8k,titan_paper,tcga-ut-8k,TCGA-UT-8K tumor subtype,morphological_subtyping,tumor_subtype,slide,classification,7784,slide_level_classification,weighted_f1,higher,titan2025_frozen_20_nearest_neighbors,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41591-025-03982-3/MediaObjects/41591_2025_3982_MOESM1_ESM.pdf,parsed_primary_source,Exact leaf result; protocol variants remain distinct and are not deduplicated by dataset name alone.
titan2025.tcga-ut-8k.tcga-ut-8k-tumor-subtype.titan2025-frozen-logistic-regression.balanced-accuracy,titan2025.tcga-ut-8k.tcga-ut-8k-tumor-subtype.titan2025-frozen-logistic-regression.balanced-accuracy,task.tcga-ut-8k.tcga-ut-8k-tumor-subtype,artifact.tcga-ut-8k,titan_paper,tcga-ut-8k,TCGA-UT-8K tumor subtype,morphological_subtyping,tumor_subtype,slide,classification,7784,slide_level_classification,balanced_accuracy,higher,titan2025_frozen_logistic_regression,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41591-025-03982-3/MediaObjects/41591_2025_3982_MOESM1_ESM.pdf,parsed_primary_source,Exact leaf result; protocol variants remain distinct and are not deduplicated by dataset name alone.
titan2025.tcga-ut-8k.tcga-ut-8k-tumor-subtype.titan2025-frozen-logistic-regression.weighted-f1,titan2025.tcga-ut-8k.tcga-ut-8k-tumor-subtype.titan2025-frozen-logistic-regression.weighted-f1,task.tcga-ut-8k.tcga-ut-8k-tumor-subtype,artifact.tcga-ut-8k,titan_paper,tcga-ut-8k,TCGA-UT-8K tumor subtype,morphological_subtyping,tumor_subtype,slide,classification,7784,slide_level_classification,weighted_f1,higher,titan2025_frozen_logistic_regression,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41591-025-03982-3/MediaObjects/41591_2025_3982_MOESM1_ESM.pdf,parsed_primary_source,Exact leaf result; protocol variants remain distinct and are not deduplicated by dataset name alone.
titan2025.tcga-ut-8k.tcga-ut-8k-tumor-subtype.titan2025-frozen-simpleshot.balanced-accuracy,titan2025.tcga-ut-8k.tcga-ut-8k-tumor-subtype.titan2025-frozen-simpleshot.balanced-accuracy,task.tcga-ut-8k.tcga-ut-8k-tumor-subtype,artifact.tcga-ut-8k,titan_paper,tcga-ut-8k,TCGA-UT-8K tumor subtype,morphological_subtyping,tumor_subtype,slide,classification,7784,slide_level_classification,balanced_accuracy,higher,titan2025_frozen_simpleshot,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41591-025-03982-3/MediaObjects/41591_2025_3982_MOESM1_ESM.pdf,parsed_primary_source,Exact leaf result; protocol variants remain distinct and are not deduplicated by dataset name alone.
titan2025.tcga-ut-8k.tcga-ut-8k-tumor-subtype.titan2025-frozen-simpleshot.weighted-f1,titan2025.tcga-ut-8k.tcga-ut-8k-tumor-subtype.titan2025-frozen-simpleshot.weighted-f1,task.tcga-ut-8k.tcga-ut-8k-tumor-subtype,artifact.tcga-ut-8k,titan_paper,tcga-ut-8k,TCGA-UT-8K tumor subtype,morphological_subtyping,tumor_subtype,slide,classification,7784,slide_level_classification,weighted_f1,higher,titan2025_frozen_simpleshot,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41591-025-03982-3/MediaObjects/41591_2025_3982_MOESM1_ESM.pdf,parsed_primary_source,Exact leaf result; protocol variants remain distinct and are not deduplicated by dataset name alone.
titan2025.tcga-ut-8k.tcga-ut-8k-tumor-subtype.titan2025-zero-shot-prompt-ensemble.auroc,titan2025.tcga-ut-8k.tcga-ut-8k-tumor-subtype.titan2025-zero-shot-prompt-ensemble.auroc,task.tcga-ut-8k.tcga-ut-8k-tumor-subtype,artifact.tcga-ut-8k,titan_paper,tcga-ut-8k,TCGA-UT-8K tumor subtype,morphological_subtyping,tumor_subtype,slide,classification,7784,slide_level_classification,auroc,higher,titan2025_zero_shot_prompt_ensemble,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41591-025-03982-3/MediaObjects/41591_2025_3982_MOESM1_ESM.pdf,parsed_primary_source,Exact leaf result; protocol variants remain distinct and are not deduplicated by dataset name alone.
titan2025.tcga-ut-8k.tcga-ut-8k-tumor-subtype.titan2025-zero-shot-prompt-ensemble.balanced-accuracy,titan2025.tcga-ut-8k.tcga-ut-8k-tumor-subtype.titan2025-zero-shot-prompt-ensemble.balanced-accuracy,task.tcga-ut-8k.tcga-ut-8k-tumor-subtype,artifact.tcga-ut-8k,titan_paper,tcga-ut-8k,TCGA-UT-8K tumor subtype,morphological_subtyping,tumor_subtype,slide,classification,7784,slide_level_classification,balanced_accuracy,higher,titan2025_zero_shot_prompt_ensemble,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41591-025-03982-3/MediaObjects/41591_2025_3982_MOESM1_ESM.pdf,parsed_primary_source,Exact leaf result; protocol variants remain distinct and are not deduplicated by dataset name alone.
titan2025.tcga-ut-8k.tcga-ut-8k-tumor-subtype.titan2025-zero-shot-prompt-ensemble.weighted-f1,titan2025.tcga-ut-8k.tcga-ut-8k-tumor-subtype.titan2025-zero-shot-prompt-ensemble.weighted-f1,task.tcga-ut-8k.tcga-ut-8k-tumor-subtype,artifact.tcga-ut-8k,titan_paper,tcga-ut-8k,TCGA-UT-8K tumor subtype,morphological_subtyping,tumor_subtype,slide,classification,7784,slide_level_classification,weighted_f1,higher,titan2025_zero_shot_prompt_ensemble,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41591-025-03982-3/MediaObjects/41591_2025_3982_MOESM1_ESM.pdf,parsed_primary_source,Exact leaf result; protocol variants remain distinct and are not deduplicated by dataset name alone.
virchow2g2024.crc-no-norm.crc-no-norm.virchow2-linear-probe-cls-mean.weighted-f1,virchow2g2024.crc-no-norm.crc-no-norm.virchow2-linear-probe-cls-mean.weighted-f1,task.crc-no-norm.crc-no-norm,artifact.crc-no-norm,virchow2g_paper,crc-no-norm,CRC No-Norm,tile_classification,CRC No-Norm,tile,classification,100000,tile_level_classification,weighted_f1,higher,virchow2_linear_probe_cls-mean,https://arxiv.org/pdf/2408.00738,parsed_primary_source,Exact leaf result; protocol variants remain distinct and are not deduplicated by dataset name alone.
virchow2g2024.crc-no-norm.crc-no-norm.virchow2-linear-probe-cls-only.weighted-f1,virchow2g2024.crc-no-norm.crc-no-norm.virchow2-linear-probe-cls-only.weighted-f1,task.crc-no-norm.crc-no-norm,artifact.crc-no-norm,virchow2g_paper,crc-no-norm,CRC No-Norm,tile_classification,CRC No-Norm,tile,classification,100000,tile_level_classification,weighted_f1,higher,virchow2_linear_probe_cls-only,https://arxiv.org/pdf/2408.00738,parsed_primary_source,Exact leaf result; protocol variants remain distinct and are not deduplicated by dataset name alone.
virchow2g2024.crc.crc.virchow2-linear-probe-cls-mean.weighted-f1,virchow2g2024.crc.crc.virchow2-linear-probe-cls-mean.weighted-f1,task.crc.crc,artifact.crc,virchow2g_paper,crc,CRC,tile_classification,CRC,tile,classification,100000,tile_level_classification,weighted_f1,higher,virchow2_linear_probe_cls-mean,https://arxiv.org/pdf/2408.00738,parsed_primary_source,Exact leaf result; protocol variants remain distinct and are not deduplicated by dataset name alone.
virchow2g2024.crc.crc.virchow2-linear-probe-cls-only.weighted-f1,virchow2g2024.crc.crc.virchow2-linear-probe-cls-only.weighted-f1,task.crc.crc,artifact.crc,virchow2g_paper,crc,CRC,tile_classification,CRC,tile,classification,100000,tile_level_classification,weighted_f1,higher,virchow2_linear_probe_cls-only,https://arxiv.org/pdf/2408.00738,parsed_primary_source,Exact leaf result; protocol variants remain distinct and are not deduplicated by dataset name alone.
virchow2g2024.dlbcl.dlbcl.virchow2-linear-probe-cls-mean.weighted-f1,virchow2g2024.dlbcl.dlbcl.virchow2-linear-probe-cls-mean.weighted-f1,task.dlbcl.dlbcl,artifact.dlbcl,virchow2g_paper,dlbcl,DLBCL,tile_classification,DLBCL,patient,classification,209,tile_level_classification,weighted_f1,higher,virchow2_linear_probe_cls-mean,https://arxiv.org/pdf/2408.00738,parsed_primary_source,Exact leaf result; protocol variants remain distinct and are not deduplicated by dataset name alone.
virchow2g2024.dlbcl.dlbcl.virchow2-linear-probe-cls-only.weighted-f1,virchow2g2024.dlbcl.dlbcl.virchow2-linear-probe-cls-only.weighted-f1,task.dlbcl.dlbcl,artifact.dlbcl,virchow2g_paper,dlbcl,DLBCL,tile_classification,DLBCL,patient,classification,209,tile_level_classification,weighted_f1,higher,virchow2_linear_probe_cls-only,https://arxiv.org/pdf/2408.00738,parsed_primary_source,Exact leaf result; protocol variants remain distinct and are not deduplicated by dataset name alone.
virchow2g2024.hest-ccrcc.hest-ccrcc.virchow2-hest-random-forest-cls-mean.pearson-r,virchow2g2024.hest-ccrcc.hest-ccrcc.virchow2-hest-random-forest-cls-mean.pearson-r,task.hest-ccrcc.hest-ccrcc,artifact.hest-ccrcc,virchow2g_paper,hest-ccrcc,HEST CCRCC,spatial_transcriptomics,top_50_variable_genes,spatial_transcriptomics_spot,regression,not_reported_by_task,gene_expression_prediction,pearson_r,higher,virchow2_hest_random_forest_cls-mean,https://arxiv.org/pdf/2408.00738,parsed_primary_source,Exact leaf result; protocol variants remain distinct and are not deduplicated by dataset name alone.
virchow2g2024.hest-ccrcc.hest-ccrcc.virchow2-hest-random-forest-cls-only.pearson-r,virchow2g2024.hest-ccrcc.hest-ccrcc.virchow2-hest-random-forest-cls-only.pearson-r,task.hest-ccrcc.hest-ccrcc,artifact.hest-ccrcc,virchow2g_paper,hest-ccrcc,HEST CCRCC,spatial_transcriptomics,top_50_variable_genes,spatial_transcriptomics_spot,regression,not_reported_by_task,gene_expression_prediction,pearson_r,higher,virchow2_hest_random_forest_cls-only,https://arxiv.org/pdf/2408.00738,parsed_primary_source,Exact leaf result; protocol variants remain distinct and are not deduplicated by dataset name alone.
virchow2g2024.hest-coad.hest-coad.virchow2-hest-random-forest-cls-mean.pearson-r,virchow2g2024.hest-coad.hest-coad.virchow2-hest-random-forest-cls-mean.pearson-r,task.hest-coad.hest-coad,artifact.hest-coad,virchow2g_paper,hest-coad,HEST COAD,spatial_transcriptomics,top_50_variable_genes,spatial_transcriptomics_spot,regression,not_reported_by_task,gene_expression_prediction,pearson_r,higher,virchow2_hest_random_forest_cls-mean,https://arxiv.org/pdf/2408.00738,parsed_primary_source,Exact leaf result; protocol variants remain distinct and are not deduplicated by dataset name alone.
virchow2g2024.hest-coad.hest-coad.virchow2-hest-random-forest-cls-only.pearson-r,virchow2g2024.hest-coad.hest-coad.virchow2-hest-random-forest-cls-only.pearson-r,task.hest-coad.hest-coad,artifact.hest-coad,virchow2g_paper,hest-coad,HEST COAD,spatial_transcriptomics,top_50_variable_genes,spatial_transcriptomics_spot,regression,not_reported_by_task,gene_expression_prediction,pearson_r,higher,virchow2_hest_random_forest_cls-only,https://arxiv.org/pdf/2408.00738,parsed_primary_source,Exact leaf result; protocol variants remain distinct and are not deduplicated by dataset name alone.
virchow2g2024.hest-hcc.hest-hcc.virchow2-hest-random-forest-cls-mean.pearson-r,virchow2g2024.hest-hcc.hest-hcc.virchow2-hest-random-forest-cls-mean.pearson-r,task.hest-hcc.hest-hcc,artifact.hest-hcc,virchow2g_paper,hest-hcc,HEST HCC,spatial_transcriptomics,top_50_variable_genes,spatial_transcriptomics_spot,regression,not_reported_by_task,gene_expression_prediction,pearson_r,higher,virchow2_hest_random_forest_cls-mean,https://arxiv.org/pdf/2408.00738,parsed_primary_source,Exact leaf result; protocol variants remain distinct and are not deduplicated by dataset name alone.
virchow2g2024.hest-hcc.hest-hcc.virchow2-hest-random-forest-cls-only.pearson-r,virchow2g2024.hest-hcc.hest-hcc.virchow2-hest-random-forest-cls-only.pearson-r,task.hest-hcc.hest-hcc,artifact.hest-hcc,virchow2g_paper,hest-hcc,HEST HCC,spatial_transcriptomics,top_50_variable_genes,spatial_transcriptomics_spot,regression,not_reported_by_task,gene_expression_prediction,pearson_r,higher,virchow2_hest_random_forest_cls-only,https://arxiv.org/pdf/2408.00738,parsed_primary_source,Exact leaf result; protocol variants remain distinct and are not deduplicated by dataset name alone.
